storageUtilizationPct,orders,realizedUnits,staffedHours,effectiveHours,uphBuilding,areaUnitsSortation,ophBuilding,buildingEffectiveHours,areaUnitsAsrs,targetOphBuilding,shifts,forecastUnits,staffedHeadcount,keyAssumptionVariance,areaUnitsPutaway,storagePallets,bulkShare,areaUnitsShipping,areaUnitsPacking,systemDowntimeHrs,nonconShare,buildingRealizedUnits,areaUnitsPicking,unitsPerVendorCarton,singlesShare,areaUnitsReceiving,buildingOrders,uphDept,ophDept,weekStart,department,buildingId
2.36,2950,6467.94,1440,1439.47,4.12,646.79,1.64,5761.32,1190.75,520,2,6355.57,90.00,0.14,662.71,2834.83,0.43,452.76,1148.31,0.53,0.21,23724.28,1655.14,8.94,0.63,711.47,9423,4.49,2.05,2025-05-05T00:00:00.000Z,Apparel,ATL_DC
7.16,1714,5488.37,1232,1230.49,3.40,548.84,1.14,6549.55,1063.83,520,2,5558.26,77.00,0.01,594.39,8595.98,0.63,384.19,942.35,1.51,0.16,22264.76,1351.05,11.56,0.56,603.72,7440,4.46,1.39,2025-05-05T00:00:00.000Z,Apparel,BOS_DC
11.96,2226,5721.40,1248,1245.14,4.32,572.14,1.61,5167.26,1123.30,520,2,6000.96,78.00,0.13,628.21,14350.18,0.68,400.50,973.78,2.86,0.14,22308.04,1394.11,9.19,0.59,629.35,8298,4.59,1.79,2025-05-05T00:00:00.000Z,Apparel,CHI_DC
16.78,2057,6402.53,2280,2279.17,3.45,640.25,1.19,6784.02,1194.27,520,3,6021.94,95.00,0.24,665.34,20132.38,0.48,448.18,1127.37,0.83,0.20,23435.40,1622.85,7.48,0.56,704.28,8092,2.81,0.90,2025-05-05T00:00:00.000Z,Apparel,DAL_DC
21.51,2131,6730.59,1328,1327.61,4.21,673.06,1.52,5575.79,1291.17,520,2,6364.92,83.00,0.01,720.86,25808.66,0.59,471.14,1163.71,0.39,0.10,23477.30,1670.29,10.42,0.56,740.37,8471,5.07,1.61,2025-05-05T00:00:00.000Z,Apparel,LAX_DC
2.36,1634,4514.34,992,989.73,4.12,451.43,1.64,5761.32,818.76,520,2,4277.86,62.00,0.15,455.14,2834.83,0.38,316.00,808.87,2.27,0.21,23724.28,1167.55,7.31,0.61,496.58,9423,4.56,1.65,2025-05-05T00:00:00.000Z,Beauty,ATL_DC
7.16,1171,3922.12,1272,1271.13,3.40,392.21,1.14,6549.55,705.13,520,3,3788.30,53.00,0.09,391.70,8595.98,0.35,274.55,706.49,0.87,0.15,22264.76,1020.60,12.37,0.75,431.43,7440,3.09,0.92,2025-05-05T00:00:00.000Z,Beauty,BOS_DC
11.96,1360,3744.08,752,751.49,4.32,374.41,1.61,5167.26,658.96,520,2,3894.02,47.00,0.17,365.42,14350.18,0.27,262.09,682.92,0.51,0.16,22308.04,988.44,11.23,0.36,411.85,8298,4.98,1.81,2025-05-05T00:00:00.000Z,Beauty,CHI_DC
16.78,1593,3926.45,848,846.69,3.45,392.65,1.19,6784.02,685.65,520,2,3857.97,53.00,0.15,379.98,20132.38,0.24,274.85,719.43,1.31,0.11,23435.40,1041.99,10.91,0.49,431.91,8092,4.64,1.88,2025-05-05T00:00:00.000Z,Beauty,DAL_DC
21.51,1383,3942.85,1344,1343.81,4.21,394.28,1.52,5575.79,694.99,520,3,4038.55,56.00,0.21,385.45,25808.66,0.28,276.00,718.55,0.19,0.19,23477.30,1039.86,9.86,0.47,433.71,8471,2.93,1.03,2025-05-05T00:00:00.000Z,Beauty,LAX_DC
2.36,1728,5131.42,1168,1166.39,4.12,513.14,1.64,5761.32,946.74,520,2,5298.42,58.40,0.24,526.99,2834.83,0.44,359.20,909.80,1.61,0.19,23724.28,1311.08,13.54,0.60,564.46,9423,4.40,1.48,2025-05-05T00:00:00.000Z,Footwear,ATL_DC
7.16,1784,5714.40,1776,1771.83,3.40,571.44,1.14,6549.55,1077.91,520,3,5172.82,59.20,0.02,601.03,8595.98,0.52,400.01,999.00,4.17,0.24,22264.76,1436.43,8.61,0.69,628.58,7440,3.23,1.01,2025-05-05T00:00:00.000Z,Footwear,BOS_DC
11.96,1853,5550.35,1104,1102.73,4.32,555.04,1.61,5167.26,1055.63,520,2,5304.39,55.20,0.08,588.97,14350.18,0.55,388.52,965.13,1.27,0.18,22308.04,1386.53,8.81,0.69,610.54,8298,5.03,1.68,2025-05-05T00:00:00.000Z,Footwear,CHI_DC
16.78,1820,5774.72,1800,1798.05,3.45,577.47,1.19,6784.02,1044.16,520,3,5411.97,60.00,0.08,580.30,20132.38,0.37,404.23,1036.62,1.95,0.23,23435.40,1496.71,10.63,0.52,635.22,8092,3.21,1.01,2025-05-05T00:00:00.000Z,Footwear,DAL_DC
21.51,2416,4838.20,1056,1052.94,4.21,483.82,1.52,5575.79,873.48,520,2,5314.48,52.80,0.36,485.38,25808.66,0.36,338.67,869.31,3.06,0.18,23477.30,1255.33,10.30,0.72,532.20,8471,4.59,2.29,2025-05-05T00:00:00.000Z,Footwear,LAX_DC
2.36,2127,4821.50,1088,1086.15,4.12,482.15,1.64,5761.32,858.45,520,2,4697.48,68.00,0.27,476.50,2834.83,0.31,337.51,873.52,1.85,0.18,23724.28,1263.01,11.09,0.50,530.37,9423,4.44,1.96,2025-05-05T00:00:00.000Z,HomeGoods,ATL_DC
7.16,1449,3889.12,1656,1654.20,3.40,388.91,1.14,6549.55,704.59,520,3,4334.14,69.00,0.43,391.64,8595.98,0.37,272.24,697.31,1.80,0.24,22264.76,1006.62,12.28,0.53,427.80,7440,2.35,0.88,2025-05-05T00:00:00.000Z,HomeGoods,BOS_DC
11.96,1999,4620.47,1416,1413.89,4.32,462.05,1.61,5167.26,827.00,520,3,4600.23,59.00,0.21,459.24,14350.18,0.33,323.43,834.49,2.11,0.15,22308.04,1206.01,11.01,0.72,508.25,8298,3.27,1.41,2025-05-05T00:00:00.000Z,HomeGoods,CHI_DC
16.78,1268,4278.87,832,830.23,3.45,427.89,1.19,6784.02,762.78,520,2,4376.80,52.00,0.07,423.44,20132.38,0.32,299.52,774.65,1.77,0.12,23435.40,1119.93,11.04,0.67,470.68,8092,5.15,1.53,2025-05-05T00:00:00.000Z,HomeGoods,DAL_DC
21.51,1484,5043.20,992,990.98,4.21,504.32,1.52,5575.79,879.29,520,2,4875.29,62.00,0.17,487.23,25808.66,0.24,353.02,924.86,1.02,0.18,23477.30,1339.71,9.87,0.80,554.75,8471,5.09,1.50,2025-05-05T00:00:00.000Z,HomeGoods,LAX_DC
2.46,964,2677.22,736,733.46,3.55,267.72,1.22,6000.80,466.95,520,2,2838.87,46.00,0.16,258.75,2947.68,0.24,187.41,490.87,2.54,0.21,21292.03,711.03,7.43,0.58,294.49,7333,3.65,1.31,2025-05-12T00:00:00.000Z,Accessories,ATL_DC
7.26,1066,3384.27,480,477.52,4.74,338.43,1.75,4807.25,600.27,520,2,3277.50,30.00,0.03,333.09,8712.04,0.30,236.90,614.51,2.48,0.15,22766.67,888.81,10.97,0.73,372.27,8427,7.09,2.23,2025-05-12T00:00:00.000Z,Accessories,BOS_DC
12.05,1406,2942.49,528,527.54,3.93,294.25,1.70,5941.03,508.54,520,2,3049.06,33.00,0.12,281.58,14458.13,0.21,205.97,542.32,0.46,0.14,23366.89,786.16,10.34,0.53,323.67,10075,5.58,2.67,2025-05-12T00:00:00.000Z,Accessories,CHI_DC
16.87,1486,3212.65,512,510.88,4.24,321.27,1.64,5295.71,566.40,520,2,2936.54,32.00,0.18,314.14,20243.71,0.28,224.89,585.40,1.12,0.22,22446.37,847.17,13.19,0.52,353.39,8704,6.29,2.91,2025-05-12T00:00:00.000Z,Accessories,DAL_DC
21.60,1112,2799.70,640,638.83,3.78,279.97,1.43,5763.24,491.06,520,2,3257.65,40.00,0.28,272.24,25918.29,0.26,195.98,511.67,1.17,0.17,21785.12,740.80,9.82,0.59,307.97,8246,4.38,1.74,2025-05-12T00:00:00.000Z,Accessories,LAX_DC
2.46,1729,5333.01,1704,1703.78,3.55,533.30,1.22,6000.80,1036.59,520,3,5779.18,71.00,0.49,579.29,2947.68,0.64,373.31,913.95,0.22,0.10,21292.03,1309.94,8.79,0.72,586.63,7333,3.13,1.01,2025-05-12T00:00:00.000Z,Apparel,ATL_DC
7.26,1944,6001.78,1472,1471.35,4.74,600.18,1.75,4807.25,1136.05,520,2,5986.80,92.00,0.24,633.62,8712.04,0.54,420.12,1046.88,0.65,0.05,22766.67,1504.73,11.58,0.73,660.20,8427,4.08,1.32,2025-05-12T00:00:00.000Z,Apparel,BOS_DC
12.05,2077,6099.92,1520,1518.91,3.93,609.99,1.70,5941.03,1129.29,520,2,6438.14,95.00,0.11,628.77,14458.13,0.45,426.99,1079.20,1.09,0.13,23366.89,1554.68,10.34,0.67,670.99,10075,4.02,1.37,2025-05-12T00:00:00.000Z,Apparel,CHI_DC
16.87,2570,5518.40,1392,1388.90,4.24,551.84,1.64,5295.71,1027.62,520,2,6131.90,87.00,0.27,572.42,20243.71,0.47,386.29,972.73,3.10,0.24,22446.37,1400.48,6.95,0.71,607.02,8704,3.97,1.85,2025-05-12T00:00:00.000Z,Apparel,DAL_DC
21.60,2324,6169.20,1520,1518.96,3.78,616.92,1.43,5763.24,1147.22,520,2,6006.61,95.00,0.29,638.98,25918.29,0.47,431.84,1088.40,1.04,0.17,21785.12,1567.22,10.78,0.66,678.61,8246,4.06,1.53,2025-05-12T00:00:00.000Z,Apparel,LAX_DC
2.46,1322,3906.84,1200,1199.42,3.55,390.68,1.22,6000.80,707.51,520,3,3520.35,50.00,0.01,393.25,2947.68,0.37,273.48,700.66,0.58,0.08,21292.03,1011.50,10.77,0.52,429.75,7333,3.26,1.10,2025-05-12T00:00:00.000Z,Beauty,ATL_DC
7.26,1735,4033.14,832,831.33,4.74,403.31,1.75,4807.25,716.28,520,2,3800.86,52.00,0.00,397.50,8712.04,0.30,282.32,731.78,0.67,0.10,22766.67,1058.30,11.17,0.67,443.65,8427,4.85,2.09,2025-05-12T00:00:00.000Z,Beauty,BOS_DC
12.05,1980,4175.23,1272,1271.90,3.93,417.52,1.70,5941.03,749.09,520,3,3928.27,53.00,0.18,416.05,14458.13,0.34,292.27,753.01,0.10,0.22,23366.89,1088.01,12.89,0.64,459.27,10075,3.28,1.56,2025-05-12T00:00:00.000Z,Beauty,CHI_DC
16.87,1281,3778.73,1368,1367.44,4.24,377.87,1.64,5295.71,687.16,520,3,3920.55,57.00,0.26,382.07,20243.71,0.39,264.51,675.98,0.56,0.11,22446.37,975.48,9.33,0.64,415.66,8704,2.76,0.94,2025-05-12T00:00:00.000Z,Beauty,DAL_DC
21.60,1205,3545.28,800,799.13,3.78,354.53,1.43,5763.24,631.35,520,2,3514.19,50.00,0.03,350.45,25918.29,0.31,248.17,642.23,0.87,0.12,21785.12,928.57,9.94,0.57,389.98,8246,4.44,1.51,2025-05-12T00:00:00.000Z,Beauty,LAX_DC
2.46,1713,4918.02,1328,1325.07,3.55,491.80,1.22,6000.80,900.61,520,2,4953.09,66.40,0.31,501.02,2947.68,0.41,344.26,876.02,2.93,0.22,21292.03,1263.31,12.89,0.62,540.98,7333,3.71,1.29,2025-05-12T00:00:00.000Z,Footwear,ATL_DC
7.26,1685,4944.27,1040,1036.50,4.74,494.43,1.75,4807.25,919.37,520,2,4895.62,52.00,0.28,512.07,8712.04,0.47,346.10,872.33,3.50,0.23,22766.67,1256.11,9.83,0.60,543.87,8427,4.77,1.63,2025-05-12T00:00:00.000Z,Footwear,BOS_DC
12.05,2667,5712.31,1680,1678.80,3.93,571.23,1.70,5941.03,1066.87,520,3,5448.45,56.00,0.25,594.42,14458.13,0.49,399.86,1005.02,1.20,0.11,23366.89,1446.54,12.77,0.46,628.35,10075,3.40,1.59,2025-05-12T00:00:00.000Z,Footwear,CHI_DC
16.87,1486,4958.73,1184,1183.40,4.24,495.87,1.64,5295.71,901.14,520,2,5267.22,59.20,0.20,501.01,20243.71,0.38,347.11,887.43,0.60,0.22,22446.37,1280.70,10.30,0.61,545.46,8704,4.19,1.26,2025-05-12T00:00:00.000Z,Footwear,DAL_DC
21.60,2172,5184.90,1008,1007.68,3.78,518.49,1.43,5763.24,942.22,520,2,5034.49,50.40,0.32,523.85,25918.29,0.38,362.94,927.92,0.32,0.20,21785.12,1339.14,10.86,0.65,570.34,8246,5.15,2.16,2025-05-12T00:00:00.000Z,Footwear,LAX_DC
2.46,1605,4456.94,1040,1039.07,3.55,445.69,1.22,6000.80,790.40,520,2,4259.52,65.00,0.26,438.59,2947.68,0.30,311.99,809.36,0.93,0.18,21292.03,1170.65,13.33,0.61,490.26,7333,4.29,1.54,2025-05-12T00:00:00.000Z,HomeGoods,ATL_DC
7.26,1997,4403.21,992,990.55,4.74,440.32,1.75,4807.25,811.44,520,2,4373.87,62.00,0.28,451.64,8712.04,0.44,308.22,781.26,1.45,0.27,22766.67,1125.97,12.00,0.73,484.35,8427,4.45,2.02,2025-05-12T00:00:00.000Z,HomeGoods,BOS_DC
12.05,1945,4436.94,944,943.88,3.93,443.69,1.70,5941.03,798.21,520,2,4674.49,59.00,0.41,443.43,14458.13,0.35,310.59,798.91,0.12,0.15,23366.89,1154.04,12.89,0.73,488.06,10075,4.70,2.06,2025-05-12T00:00:00.000Z,HomeGoods,CHI_DC
16.87,1881,4977.86,848,845.09,4.24,497.79,1.64,5295.71,884.46,520,2,4580.94,53.00,0.17,490.86,20243.71,0.30,348.45,902.95,2.91,0.20,22446.37,1305.79,9.78,0.67,547.56,8704,5.89,2.23,2025-05-12T00:00:00.000Z,HomeGoods,DAL_DC
21.60,1433,4086.04,1800,1798.64,3.78,408.60,1.43,5763.24,739.04,520,3,4415.70,75.00,0.12,410.73,25918.29,0.37,286.02,733.36,1.36,0.16,21785.12,1058.82,5.93,0.75,449.46,8246,2.27,0.80,2025-05-12T00:00:00.000Z,HomeGoods,LAX_DC
2.56,1117,3144.80,640,639.49,4.90,314.48,1.73,4842.12,526.75,520,2,3169.04,40.00,0.06,290.89,3071.73,0.10,220.14,589.65,0.51,0.16,23707.34,856.96,13.89,0.78,345.93,8368,4.92,1.75,2025-05-19T00:00:00.000Z,Accessories,ATL_DC
7.36,818,2601.15,704,701.97,3.68,260.12,1.22,5844.04,466.68,520,2,3019.86,44.00,0.26,259.20,8828.15,0.34,182.08,469.12,2.03,0.14,21527.41,677.82,12.19,0.57,286.13,7157,3.71,1.17,2025-05-19T00:00:00.000Z,Accessories,BOS_DC
12.14,1246,2740.57,768,765.96,3.95,274.06,1.51,5401.73,468.80,520,2,2794.12,48.00,0.08,259.36,14564.58,0.17,191.84,508.00,2.04,0.20,21324.96,737.05,8.89,0.56,301.46,8182,3.58,1.63,2025-05-19T00:00:00.000Z,Accessories,CHI_DC
16.97,921,2854.48,832,830.33,4.01,285.45,1.44,5592.07,510.34,520,2,3010.28,52.00,0.32,283.37,20360.16,0.33,199.81,515.89,1.67,0.21,22430.40,745.63,9.32,0.51,313.99,8035,3.44,1.11,2025-05-19T00:00:00.000Z,Accessories,DAL_DC
21.70,1163,3076.45,912,911.33,3.98,307.65,1.27,5806.55,540.47,520,3,3079.06,38.00,0.27,299.67,26045.40,0.26,215.35,561.74,0.67,0.18,23132.41,813.17,7.59,0.64,338.41,7391,3.38,1.28,2025-05-19T00:00:00.000Z,Accessories,LAX_DC
2.56,2329,7333.57,1296,1295.41,4.90,733.36,1.73,4842.12,1400.02,520,2,6689.46,81.00,0.07,781.34,3071.73,0.57,513.35,1272.06,0.59,0.20,23707.34,1826.75,7.85,0.63,806.69,8368,5.66,1.80,2025-05-19T00:00:00.000Z,Apparel,ATL_DC
7.36,2103,5857.76,1344,1343.17,3.68,585.78,1.22,5844.04,1086.90,520,2,5518.74,84.00,0.02,605.28,8828.15,0.46,410.04,1034.90,0.83,0.15,21527.41,1490.52,8.77,0.65,644.35,7157,4.36,1.57,2025-05-19T00:00:00.000Z,Apparel,BOS_DC
12.14,1604,5112.46,1376,1375.25,3.95,511.25,1.51,5401.73,960.10,520,2,5671.56,86.00,0.11,535.16,14564.58,0.51,357.87,896.33,0.75,0.11,21324.96,1289.39,9.93,0.45,562.37,8182,3.72,1.17,2025-05-19T00:00:00.000Z,Apparel,CHI_DC
16.97,2407,6181.01,1280,1279.55,4.01,618.10,1.44,5592.07,1208.15,520,2,5962.63,80.00,0.20,675.44,20360.16,0.66,432.67,1055.24,0.45,0.16,22430.40,1511.49,11.60,0.61,679.91,8035,4.83,1.88,2025-05-19T00:00:00.000Z,Apparel,DAL_DC
21.70,1941,6417.53,2136,2132.97,3.98,641.75,1.27,5806.55,1206.53,520,3,6322.88,89.00,0.22,672.58,26045.40,0.51,449.23,1124.33,3.03,0.14,23132.41,1617.19,9.64,0.59,705.93,7391,3.01,0.91,2025-05-19T00:00:00.000Z,Apparel,LAX_DC
2.56,1505,3799.07,784,783.15,4.90,379.91,1.73,4842.12,676.62,520,2,3782.60,49.00,0.23,375.58,3071.73,0.31,265.93,688.16,0.85,0.24,23707.34,994.97,10.14,0.54,417.90,8368,4.85,1.92,2025-05-19T00:00:00.000Z,Beauty,ATL_DC
7.36,1461,4031.78,816,811.72,3.68,403.18,1.22,5844.04,713.05,520,2,3978.81,51.00,0.35,395.57,8828.15,0.29,282.22,733.32,4.28,0.22,21527.41,1060.94,10.19,0.59,443.50,7157,4.97,1.80,2025-05-19T00:00:00.000Z,Beauty,BOS_DC
12.14,1743,3762.60,1104,1103.40,3.95,376.26,1.51,5401.73,660.67,520,3,3710.75,46.00,0.13,366.30,14564.58,0.26,263.38,687.23,0.60,0.18,21324.96,994.88,9.97,0.59,413.89,8182,3.41,1.58,2025-05-19T00:00:00.000Z,Beauty,CHI_DC
16.97,1370,3780.34,800,797.29,4.01,378.03,1.44,5592.07,671.64,520,2,3565.04,50.00,0.18,372.74,20360.16,0.30,264.62,685.75,2.71,0.16,22430.40,991.71,3.76,0.71,415.84,8035,4.74,1.72,2025-05-19T00:00:00.000Z,Beauty,DAL_DC
21.70,1462,4200.13,784,781.85,3.98,420.01,1.27,5806.55,749.44,520,2,3942.19,49.00,0.12,416.06,26045.40,0.32,294.01,759.98,2.15,0.12,23132.41,1098.62,7.38,0.56,462.01,7391,5.37,1.87,2025-05-19T00:00:00.000Z,Beauty,LAX_DC
2.56,2142,5086.02,1104,1100.35,4.90,508.60,1.73,4842.12,940.59,520,2,5273.09,69.00,0.27,523.66,3071.73,0.45,356.02,900.42,3.65,0.14,23707.34,1297.26,11.94,0.43,559.46,8368,4.62,1.95,2025-05-19T00:00:00.000Z,Footwear,ATL_DC
7.36,1303,4159.10,1360,1358.76,3.68,415.91,1.22,5844.04,774.15,520,2,4796.27,85.00,0.24,431.21,8828.15,0.47,291.14,733.33,1.24,0.27,21527.41,1055.86,9.49,0.73,457.50,7157,3.06,0.96,2025-05-19T00:00:00.000Z,Footwear,BOS_DC
12.14,1608,5181.13,1200,1197.87,3.95,518.11,1.51,5401.73,945.72,520,2,4872.93,75.00,0.28,525.98,14564.58,0.40,362.68,924.73,2.13,0.20,21324.96,1333.98,10.93,0.60,569.92,8182,4.33,1.34,2025-05-19T00:00:00.000Z,Footwear,CHI_DC
16.97,1997,5332.27,1584,1582.00,4.01,533.23,1.44,5592.07,976.65,520,3,5445.63,66.00,0.18,543.33,20360.16,0.41,373.26,949.70,2.00,0.19,22430.40,1369.54,5.22,0.66,586.55,8035,3.37,1.26,2025-05-19T00:00:00.000Z,Footwear,DAL_DC
21.70,1360,4680.63,1184,1182.31,3.98,468.06,1.27,5806.55,885.34,520,2,4624.85,74.00,0.22,493.76,26045.40,0.53,327.64,816.82,1.69,0.15,23132.41,1174.14,10.65,0.63,514.87,7391,3.96,1.15,2025-05-19T00:00:00.000Z,Footwear,LAX_DC
2.56,1275,4343.88,1024,1023.72,4.90,434.39,1.73,4842.12,775.00,520,2,4411.42,64.00,0.47,430.25,3071.73,0.32,304.07,786.03,0.28,0.12,23707.34,1136.30,7.07,0.67,477.83,8368,4.24,1.25,2025-05-19T00:00:00.000Z,HomeGoods,ATL_DC
7.36,1472,4877.62,1632,1628.42,3.68,487.76,1.22,5844.04,886.45,520,3,4340.15,68.00,0.02,492.85,8828.15,0.38,341.43,872.88,3.58,0.14,21527.41,1259.70,11.38,0.63,536.54,7157,3.00,0.90,2025-05-19T00:00:00.000Z,HomeGoods,BOS_DC
12.14,1981,4528.20,960,959.25,3.95,452.82,1.51,5401.73,793.71,520,2,4546.37,60.00,0.16,440.00,14564.58,0.26,316.97,827.90,0.75,0.13,21324.96,1198.70,10.56,0.70,498.10,8182,4.72,2.07,2025-05-19T00:00:00.000Z,HomeGoods,CHI_DC
16.97,1340,4282.30,1104,1102.90,4.01,428.23,1.44,5592.07,782.86,520,2,4458.08,69.00,0.10,435.46,20360.16,0.41,299.76,763.59,1.10,0.12,22430.40,1101.36,8.39,0.77,471.05,8035,3.88,1.21,2025-05-19T00:00:00.000Z,HomeGoods,DAL_DC
21.70,1465,4757.67,800,798.09,3.98,475.77,1.27,5806.55,875.69,520,2,4447.68,50.00,0.05,487.35,26045.40,0.43,333.04,844.80,1.91,0.17,23132.41,1217.69,8.93,0.52,523.34,7391,5.96,1.84,2025-05-19T00:00:00.000Z,HomeGoods,LAX_DC
2.66,1428,3036.27,1008,1004.64,3.34,303.63,1.17,6736.01,533.76,520,3,3353.98,42.00,0.04,295.97,3189.60,0.27,212.54,554.19,3.36,0.18,22478.27,802.20,13.15,0.71,333.99,7903,3.02,1.42,2025-05-26T00:00:00.000Z,Accessories,ATL_DC
7.45,1068,3213.18,736,735.44,3.74,321.32,1.24,5768.12,562.05,520,2,3111.19,46.00,0.11,311.53,8944.81,0.25,224.92,588.17,0.56,0.14,21579.49,851.75,8.95,0.52,353.45,7140,4.37,1.45,2025-05-26T00:00:00.000Z,Accessories,BOS_DC
12.24,1154,2633.95,888,887.35,3.85,263.40,1.38,5984.58,449.09,520,3,3139.56,37.00,0.29,248.38,14684.21,0.16,184.38,489.12,0.65,0.18,23018.60,709.85,8.83,0.56,289.73,8230,2.97,1.30,2025-05-26T00:00:00.000Z,Accessories,CHI_DC
17.06,1215,2884.81,1224,1223.29,3.43,288.48,1.29,6505.08,499.01,520,3,3070.09,51.00,0.03,276.32,20472.81,0.21,201.94,531.42,0.71,0.14,22323.83,770.31,6.47,0.57,317.33,8411,2.36,0.99,2025-05-26T00:00:00.000Z,Accessories,DAL_DC
21.80,1684,3625.01,688,684.45,3.95,362.50,1.51,5686.71,636.19,520,2,3425.33,43.00,0.10,352.71,26157.67,0.26,253.75,662.29,3.55,0.16,22451.44,958.82,11.29,0.72,398.75,8590,5.30,2.46,2025-05-26T00:00:00.000Z,Accessories,LAX_DC
2.66,2434,6545.55,1344,1343.19,3.34,654.56,1.17,6736.01,1255.49,520,2,6073.04,84.00,0.37,700.93,3189.60,0.59,458.19,1131.83,0.81,0.16,22478.27,1624.56,10.27,0.54,720.01,7903,4.87,1.81,2025-05-26T00:00:00.000Z,Apparel,ATL_DC
7.45,1712,5215.45,1536,1534.50,3.74,521.54,1.24,5768.12,985.44,520,2,5616.84,96.00,0.00,549.54,8944.81,0.53,365.08,910.78,1.50,0.13,21579.49,1309.35,8.49,0.65,573.70,7140,3.40,1.12,2025-05-26T00:00:00.000Z,Apparel,BOS_DC
12.24,2107,7200.89,1456,1453.94,3.85,720.09,1.38,5984.58,1349.58,520,2,6929.85,91.00,0.15,752.14,14684.21,0.50,504.06,1264.11,2.06,0.14,23018.60,1818.81,7.87,0.68,792.10,8230,4.95,1.45,2025-05-26T00:00:00.000Z,Apparel,CHI_DC
17.06,2091,5713.53,1536,1532.91,3.43,571.35,1.29,6505.08,1133.03,520,2,6090.06,96.00,0.15,634.11,20472.81,0.72,399.95,965.68,3.09,0.15,22323.83,1380.92,9.14,0.76,628.49,8411,3.73,1.36,2025-05-26T00:00:00.000Z,Apparel,DAL_DC
21.80,2197,5862.45,1920,1917.92,3.95,586.25,1.51,5686.71,1110.53,520,3,6214.26,80.00,0.04,619.42,26157.67,0.54,410.37,1022.07,2.08,0.25,22451.44,1468.95,11.48,0.55,644.87,8590,3.06,1.15,2025-05-26T00:00:00.000Z,Apparel,LAX_DC
2.66,1083,3299.47,1248,1245.76,3.34,329.95,1.17,6736.01,581.42,520,3,3687.95,52.00,0.23,322.46,3189.60,0.27,230.96,601.39,2.24,0.16,22478.27,870.35,7.90,0.59,362.94,7903,2.65,0.87,2025-05-26T00:00:00.000Z,Beauty,ATL_DC
7.45,1320,4184.94,880,878.14,3.74,418.49,1.24,5768.12,737.26,520,2,3665.07,55.00,0.06,408.88,8944.81,0.27,292.95,762.91,1.86,0.25,21579.49,1104.11,10.35,0.62,460.34,7140,4.77,1.50,2025-05-26T00:00:00.000Z,Beauty,BOS_DC
12.24,1169,3759.62,1488,1485.82,3.85,375.96,1.38,5984.58,656.91,520,3,3777.09,62.00,0.18,364.07,14684.21,0.24,263.17,688.63,2.18,0.13,23018.60,997.32,9.99,0.58,413.56,8230,2.53,0.79,2025-05-26T00:00:00.000Z,Beauty,CHI_DC
17.06,1064,3670.53,848,847.60,3.43,367.05,1.29,6505.08,659.58,520,2,4009.99,53.00,0.21,366.38,20472.81,0.34,256.94,661.37,0.40,0.21,22323.83,955.46,11.90,0.71,403.76,8411,4.33,1.26,2025-05-26T00:00:00.000Z,Beauty,DAL_DC
21.80,1220,3285.28,944,943.18,3.95,328.53,1.51,5686.71,580.17,520,2,3569.08,59.00,0.28,321.82,26157.67,0.28,229.97,598.06,0.82,0.09,22451.44,865.35,10.72,0.60,361.38,8590,3.48,1.29,2025-05-26T00:00:00.000Z,Beauty,LAX_DC
2.66,1508,5007.20,1656,1654.75,3.34,500.72,1.17,6736.01,915.28,520,3,5203.18,69.00,0.09,509.11,3189.60,0.41,350.50,892.91,1.25,0.17,22478.27,1287.89,10.66,0.88,550.79,7903,3.03,0.91,2025-05-26T00:00:00.000Z,Footwear,ATL_DC
7.45,1422,4564.01,992,990.37,3.74,456.40,1.24,5768.12,851.85,520,2,4921.10,62.00,0.04,474.60,8944.81,0.48,319.48,803.32,1.63,0.15,21579.49,1156.31,8.64,0.57,502.04,7140,4.61,1.44,2025-05-26T00:00:00.000Z,Footwear,BOS_DC
12.24,2260,5062.37,1280,1277.97,3.85,506.24,1.38,5984.58,938.17,520,2,5509.50,80.00,0.18,522.41,14684.21,0.46,354.37,895.06,2.03,0.08,23018.60,1289.27,9.03,0.63,556.86,8230,3.96,1.77,2025-05-26T00:00:00.000Z,Footwear,CHI_DC
17.06,2452,5809.51,1512,1510.16,3.43,580.95,1.29,6505.08,1072.43,520,3,5997.08,63.00,0.07,596.98,20472.81,0.44,406.67,1029.68,1.84,0.22,22323.83,1483.75,9.31,0.79,639.05,8411,3.85,1.62,2025-05-26T00:00:00.000Z,Footwear,DAL_DC
21.80,2273,5680.28,1200,1198.62,3.95,568.03,1.51,5686.71,1023.34,520,2,5696.42,75.00,0.11,568.56,26157.67,0.35,397.62,1021.91,1.38,0.30,22451.44,1475.98,10.49,0.61,624.83,8590,4.74,1.90,2025-05-26T00:00:00.000Z,Footwear,LAX_DC
2.66,1450,4589.78,1488,1487.67,3.34,458.98,1.17,6736.01,831.15,520,3,4328.39,62.00,0.27,461.97,3189.60,0.37,321.28,823.17,0.33,0.25,22478.27,1188.35,11.18,0.72,504.88,7903,3.09,0.97,2025-05-26T00:00:00.000Z,HomeGoods,ATL_DC
7.45,1618,4401.91,1632,1629.67,3.74,440.19,1.24,5768.12,779.88,520,3,4656.92,68.00,0.10,432.72,8944.81,0.29,308.13,799.82,2.33,0.18,21579.49,1156.96,12.66,0.50,484.21,7140,2.70,0.99,2025-05-26T00:00:00.000Z,HomeGoods,BOS_DC
